Tag,Quadrat,DBH,Latin,Date_Collected,Collected_By,Date_Mounted,Mounted_By,Date_First_Measured,First_Measured_by,Date_Second_Measured,Second_Measured_by,number_of_rings,Center,Duplicate,Notes
132194,1321,169.4,Pinus strobus,8/9/10,CL,8/29/10,JM,12/17/10,JM,,,69,1,0,"Originally sampled with a dull borer, recored tree; 12/17/10, JM: 69 rings, 2009-1941."
132233,1322,315.8,Pinus strobus,8/9/10,CL,8/26/10,JM,12/17/10,JM,,,72,1,0,"Originally sampled with a dull borer, recored tree; 12/17/10, JM: 72 rings, 2009-1938."
132236,1322,253.2,Pinus strobus,8/2/10,JM,8/6/10,JM,12/17/10,JM,,,71,1,0,"Originally cored on 7/19/10 by CL; 12/17/10, JM: 71 rings, 2009-1939. Rings 44 and 69 very narrow."
132241,1322,284.6,Pinus strobus,7/19/10,CL,7/26/10,CL,12/17/10,JM,,,65,1,0,"12/17/10, JM: 65 rings ,2009-1945. False ring in 29. ring 44 very narrow."
142046,1418,331.8,Pinus strobus,7/19/10,CL,7/26/10,CL,12/17/10,JM,,,72,1,0,"12/17/10, JM: 72 rings, 2009-1938."
142484,1421,509.6,Pinus strobus,8/2/10,JM,8/10/10,JM,12/17/10,JM,,,72,1,0,"12/17/10, JM: 72 rings, 2009-1938."
142521,1422,418,Pinus strobus,7/19/10,CL,7/26/10,JM,12/17/10,JM,,,57,1,0,"12/17/10, JM: 57 rings, 2009-1953. Very narrow ring 44."
162432,1626,384.6,Pinus strobus,8/10/10,CL,8/29/10,JM,12/17/10,JM,,,44,0,0,"8/10/10, CL: not a great core, a few pieces; 12/17/10, JM: 44 rings, 2009-1966. Ring along bark edge. Scarred piece before center, didn't measure beyond this point."
182058,1819,311.2,Pinus strobus,8/2/10,CL,8/5/10,JM,12/17/10,JM,,,73,1,0,"12/17/10, JM: 73 rings, 2009-1937. Ring 44 very narrow."
192213,1917,452.3,Pinus strobus,8/3/10,CL,8/4/10,JM,12/17/10,JM,,,62,1,0,"12/17/10, JM: 62 rings, 2009-1948."
20835,216,415.6,Quercus alba,6/29/10,JM,7/16/10,JM,10/20/10,JM,,,215,0,0,"6/29/10, JM: cored until rotten section was hit; 10/20/10, JM: 218 rings, 2009-1792. There is a section of core mounted after the last year measured, but it is so rotted, I wouldn't be confident about any dating; 11/10/10, JM: 215 rings, 2009-1795. Awful, awful core. Suggest throwing it out."
22014,217,712.9,Quercus alba,7/1/10,JM,7/14/10,CL,10/13/10,JM,11/9/10,JM,276,0,0,"10/13/10, JM: 276 rings, 2009-1734; 11/9/10, JM: re-measured, no improvement."
40717,410,244,Quercus alba,10/25/10,CL,10/27/10,CL,11/3/10,JM,11/12/10,JM,97,1,0,"10/29/10, JM: Tree re-cored, original mounted incorrectly; 11/3/10, JM: I can't find it, but I suspect that there is a missing ring in the 10 years closest to the bark. Specifically, 1980 ring is very large, followed by a thin 1981 ring; 11/12/10, JM: re-measured, still cannot find missing ring, and still no improvement in correlation."
42362,427,343.1,Quercus alba,7/6/10,JM,7/14/10,CR,9/17/10,JM,11/9/10,JM,88,1,0,"9/17/10, JM: 88 rings, 2009-1922. Potentially the core missing front piece; 11/9/10, JM: re-measured, same ring count, and there are no areas where he rings may be off. Although there is a potentially higher correlation at +7 for 1979-1922, the current correlation, at .35 is fairly high, and common for these QUAL series."
50517,511,167.3,Quercus alba,6/25/10,JM,7/14/10,LZ,10/12/10,JM,11/9/10,JM,96,1,0,"10/12/10, JM: 95 rings, 2009-1915; 11/9/10, JM: 96 rings, 2009-1914. Improved correlation, but not by much- I don't know where these missing rings are. "
52111,520,494.6,Quercus alba,7/1/10,JM,7/14/10,CR,10/12/10,JM,,,114,1,0,"10/12/10, JM: 114 rings, 2009-1896."
60016,601,502.1,Quercus alba,6/23/10,JM,7/14/10,JM,10/12/10,JM,,,90,1,0,"10/12/10, JM: 90 rings, 2009-1920. Ring 80 is on a backwards mounted piece of core."
60210,601,217.9,Quercus alba,6/23/10,JM,7/14/10,JM,10/12/10,JM,11/8/10,JM,90,1,0,"10/12/10, JM: 90 rings, 2009-1920; 11/8/10, JM: re-measured core, but did nothing to improve correlation. No obvious false/missing rings or mis-measurements."
62148,620,349.1,Quercus alba,6/29/10,MH,7/14/10,CR,10/12/10,JM,11/9/10,JM,171,1,0,"10/12/10, JM: 169 rings, 2009-1841; 11/9/10, JM: 171 rings, 2009-1839. Re-measured core, improved correlation, but irregular growth will cause this core to have continual low correlation."
70602,715,269.2,Quercus alba,7/2/10,JT,7/14/10,JG,10/12/10,JM,11/8/10,JM,96,1,0,"10/12/10, JM: 95 rings, 2009-1915; 11/8/10, JM: 96 rings, 2009-1914. Re-measured core. Looks like part of the bark edge of core is missing. COFECHA suggested a shift of -1, when I added a ring, improved correlation significantly. However, there is no physical evidence of ring."
72232,722,159.2,Quercus alba,7/2/10,JT,7/14/10,JG,10/12/10,JM,,,117,1,0,"7/2/10, JT: DBH is wrong, this is a big tree, approx. 700-1000 mm; 10/12/10, JM: 117 rings, 2009-1893. Believe the core was mounted backwards."
82058,818,200,Quercus alba,10/25/10,CL,10/27/10,CL,11/3/10,JM,,,77,1,0,"10/29/10, JM: Tree re-cored, original mounted incorrectly; 11/3/10, JM: 77 rings, 2009-1933."
82365,829,428,Quercus alba,7/8/10,DC,7/14/10,PC,NA,NA,NA,NA,NA,NA,0,"11/24/10, JM: Tree core missing."
90752,916,484.7,Quercus alba,7/2/10,JT,7/14/10,JG,10/12/10,JM,11/12/10,JM,201,1,0,"10/12/10, JM: 201 rings, 2009-1809; 11/12/10, JM: 204 rings, 2009-1806. Re-measured core, found more rings, which overall decreased the correlation. Cannot find the -4 rings that cofecha recommends."
92046,918,560,Quercus alba,7/2/10,JT,7/14/10,CW,10/12/10,JM,,,125,0,0,"10/12/10, JM: 125 rings, 2009-1885."
102271,1023,723,Quercus alba,3/8/11,MK,3/10/11,AS,3/28/11,JM,,,216,0,0,"3/28/11, JM: 216 rings, 2009-1794."
102310,1024,444,Quercus alba,8/10/10,JM,8/25/10,JM,NA,NA,NA,NA,NA,NA,0,"8/26/10, JM: messed up labelling straws. There is one that is properly labelled that I haven't mounted yet, and then a mislabelled that has been mounted."
102371,1026,767.3,Quercus alba,3/8/11,JM,3/10/11,JG2,3/30/11,JM,,,122,0,0,"3/30/11, JM: 122 rings, 2009-1888."
112142,1120,367.1,Quercus alba,7/19/10,JM,7/23/10,JG,9/16/10,JM,11/5/10,JM,128,1,0,"9/16/10, JM: 127 rings, 2009-1883; 11/5/10, JM: 128 rings, 2009-1882. Cofecha highlighted a missing ring between 1960-1940. Believe it is on an edge of a broken section of the core. Markedly improved correlation."
112336,1125,505.9,Quercus alba,7/8/10,DC,7/14/10,PC,10/19/10,JM,,,114,0,0,"10/19/10, JM: 114 rings, 2009-1896."
122211,1220,299.4,Quercus alba,10/25/10,CL,10/27/10,CL,11/3/10,JM,11/8/10,JM,87,1,0,"10/29/10, JM: Tree re-cored, original mounted incorrectly; 11/3/10, JM: 88 rings, 2009-1922. Measured almost to the center of tree, off by approximately 2 rings due to scarring around the center; 11/8/10, JM: 87 rings, 2009-1923. Included a false ring originally along the bark edge. "
122404,1226,494.2,Quercus alba,7/7/10,JM,7/14/10,LZ,10/12/10,JM,11/8/10,JM,138,1,0,"10/12/10, JM: 139 rings, 2009-1871; 11/8/10, JM: 138 rings, 2009-1872. Re-measured core. Removed ring at the beginning of core, bark line, not an actual ring boundary."
122474,1227,600,Quercus alba,7/8/10,JM,7/14/10,CR,10/12/10,JM,11/10/10,JM,198,1,0,"10/12/10, JM: 197 rings, 2009-1813; 11/10/10, JM: 198 rings, 2009-1812. Re-measured core, correlation improved minorly. However, core is fantastic (easy to see rings) and evenly spaced rings, which I think is throwing off the correlation."
132206,1320,467,Quercus alba,7/19/10,CL,7/26/10,CL,10/13/10,JM,,,144,1,0,"10/13/10, JM: 144 rings, 2009-1866."
142363,1424,474.9,Quercus alba,7/19/10,CL,7/26/10,CL,9/17/10,JM,,,99,0,0,"9/17/10, JM: 99 rings, 2009-1911. Ring 68 includes a large scarred section; 11/9/10, JM: when core after ring 69 is removed, correlation improves for the core and the series set- I argue that it is permanently removed from the chronology."
142539,1423,586.9,Quercus alba,8/3/10,JM,UNK,CL,10/5/10,JM,,,112,1,0,"10/5/10, JM: 112 rings, 2009-1898."
142564,1425,299.1,Quercus alba,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"11/24/10, JM: Location of core unknown"
142565,1425,302.4,Quercus alba,7/7/10,JM,7/14/10,LZ,10/20/10,JM,11/10/10,JM,115,1,0,"10/20/10, JM: 115 rings, 2009-1895; 11/10/10, JM: re-measured first 20 rings, improved series' correlation, if not the interseries correlation. Still off by -3, but I can't find missing rings."
162295,1623,511.3,Quercus alba,8/2/10,JM,8/6/10,JM,9/16/10,JM,,,139,1,0,"9/16/10, JM: 139 rings, 2009-1871."
162397,1624,353.9,Quercus alba,8/2/10,JM,8/5/10,JM,9/16/10,JM,,,142,1,0,"9/16/10, JM: 142 rings, 2009-1868. False ring in 61."
162398,1624,522,Quercus alba,8/2/10,JM,8/10/10,JM,10/5/10,JM,,,142,1,0,"10/5/10, JM: 142 rings, 2009-1868. False ring in 112."
162543,1627,870.3,Quercus alba,8/10/10,CL,8/26/10,JM,NA,NA,NA,NA,NA,NA,0,"8/10/10, CL: core of tree soft bored until spin out."
171471,1715,225.8,Quercus alba,8/2/10,CL,8/5/10,JM,9/16/10,JM,11/5/10,JM,111,1,0,"9/16/10, JM: 111 rings, 2009-1899; 11/5/10, JM: re-measured core, correlation increased minimally- however 1991 and 1980 marker years line up with current ring count."
172036,1719,480.9,Quercus alba,8/2/10,CL,8/4/10,JM,9/16/10,JM,11/8/10,JM,167,0,0,"9/16/10, JM: 166 rings, 2009-1844. False ring in 139. Last ring visible at top of core; 11/8/10, JM: 167 rings, 2009-1843. Re-measured core, correlation decreased- however, had to keep number because I have now included the ring that originally said was false."
172168,1723,270.7,Quercus alba,8/2/10,CL,8/5/10,JM,9/16/10,JM,,,104,1,0,"9/16/10, JM: 104 rings, 2009-1906."
180996,1814,623,Quercus alba,8/2/10,CL,8/5/10,SG,9/16/10,JM,,,130,1,0,"9/16/10, JM: 130 rings, 2009-1880."
182686,1829,530.6,Quercus alba,8/3/10,CL,8/5/10,JM,9/20/10,JM,,,72,1,0,"9/20/10, JM: 72 rings, 2009-1938."
192029,1918,359.7,Quercus alba,8/2/10,CL,8/5/10,JM,9/16/10,JM,11/8/10,JM,94,1,0,"9/16/10, JM: 93 rings, 2009-1917; 11/8/10, JM: 94 rings, 2009-1916. Re-measured core. Section between ring 10-30, there are radial vessels that make the ring boundaries uneven, and was where the count was off."
201332,2015,451.4,Quercus alba,8/3/10,CL,8/4/10,JM,9/17/10,JM,,,99,0,0,"8/3/10, CL: only could core approximately 15 cm before spin out; 9/17/10, JM: 99 rings, 2009-1911. Between ring 63 and 64, there is a rotted section but no substantial core, so I did not include it in my measurement; 11/9/10, JM: There is a lot of rotted wood, so deleted all rings after 64. Cofecha then suggests 4 missing rings in the beginning, and although the tree then produced small rings, I can't find any missing ones."
10726,115,706.2,Quercus prinus,3/8/11,MK,3/10/11,AB,3/30/11,JM,,,106,1,0,"3/30/11, JM: 106 rings, 2009-1904."
10731,115,605.7,Quercus prinus,8/10/10,JM,8/25/10,JM,10/13/10,JM,,,128,1,0,"10/13/10, JM: 128 rings, 2009-1882."
12033,118,478.5,Quercus prinus,8/10/10,JM,8/26/10,JM,10/6/10,JM,11/30/10,JM,78,1,0,"10/6/10, JM: 78 rings, 2009-1932. Ring 77 is on broken pieces of core, may be different than the value measured; 11/30/10, JM: re-measured, improved correlation minimally."
20792,215,132.2,Quercus prinus,3/7/11,VM,3/10/11,MF,3/28/11,JM,8/3/11,JM,69,0,0,"3/28/11, JM: 69 rings, 2009-1941."
22031,217,676,Quercus prinus,3/8/11,AS,3/10/11,AS,3/30/11,JM,,,162,0,0,"3/30/11, JM: 162 rings, 2009-1948."
22064,218,678.2,Quercus prinus,10/19/10,CL,10/25/10,JM,11/3/10,JM,11/15/10,JM,161,1,0,"10/29/10, JM: Tree re-cored, original mounted incorrectly; 11/3/10, JM: 161 rings, 2009-1849. Somewhat irregular growth in the first 30 years, almost looks like warped wood from scarring. Believe there is a ring at 93, but it is along a crack; 11/15/10, JM: Re-measured core, can't find any missing rings- results were nearly exactly the same. "
22600,231,106.1,Quercus prinus,3/7/11,VM,3/10/11,NP,3/28/11,JM,,,51,1,0,"3/28/11, JM: 51 rings, 2009-1959."
30099,304,298.8,Quercus prinus,NA,NA,NA,NA,NA,NA,,,NA,NA,0,"6/23/10, JM: Inside exclosure."
30218,305,479.2,Quercus prinus,NA,NA,NA,NA,NA,NA,,,NA,NA,0,"6/25/10, HB: Inside exclosure."
32008,319,676.2,Quercus prinus,NA,NA,NA,NA,NA,NA,,,NA,NA,0,"6/25/10, JM: Could not find tree, likely a fallen dead between 32088 and 32089."
32032,319,119,Quercus prinus,3/7/11,VM,3/10/11,MF,4/6/11,JM,8/4/11,,68,1,0,"4/6/11, JM: 70 rings, 2009-1940."
32381,327,807.3,Quercus prinus,10/19/10,CL,10/25/10,CL,10/29/10,JM,,,88,0,0,"10/19/10, CL: rotten center, bored until spin out; 10/29/10, JM: 88 rings, 2009-1922. Tree re-cored, original mounted incorrectly."
40155,403,350.1,Quercus prinus,NA,NA,NA,NA,NA,NA,,,NA,NA,0,"6/23/10, JM: inside exclosure."
40160,403,197.3,Quercus prinus,NA,NA,NA,NA,NA,NA,,,NA,NA,0,"8/10/10, JM: inside exclosure."
40165,403,245.4,Quercus prinus,NA,NA,NA,NA,NA,NA,,,NA,NA,0,"6/23/10, JM: Inside exclosure."
40176,403,494.9,Quercus prinus,NA,NA,NA,NA,NA,NA,,,NA,NA,0,"6/23/10, JM: Inside exclosure."
40176,403,459.5,Quercus prinus,NA,NA,NA,NA,NA,NA,,,NA,NA,0,"6/23/10, JM: inside exclosure."
40586,408,131.2,Quercus prinus,3/7/11,DS,3/10/11,MF,3/30/11,JM,8/3/11,,85,1,0,"3/30/11, JM: 84 rings, 2009-1926. First piece of core mounted incorrectly. Assume there are no rings; 8/3/11, JM: Measured, and remeasured, and REMEASURED, and still cannot get a strong correlation."
42389,428,369.5,Quercus prinus,7/6/10,JM,7/14/10,WR,10/20/10,JM,11/15/10,JM,134,1,0,"10/20/10, JM: 136 rings, 2009-1874; 11/15/10, JM: 134 rings, 2009-1876. A couple of rings along scars/densely packed rings I believe are now false. Improved correlation by re-measuring core, but still off."
50483,510,422.7,Quercus prinus,8/10/10,JM,8/26/10,JM,10/6/10,JM,,,81,1,0,"10/6/10, JM: 81 rings, 2009-1929."
52323,527,481,Quercus prinus,7/2/10,JM,7/14/10,CW,10/13/10,JM,,,104,1,0,"10/13/10, JM: 104 rings, 2009-1906."
52331,527,376.7,Quercus prinus,NA,NA,NA,NA,NA,NA,,,NA,NA,0,"7/2/10, JM: could not find tree tag."
52462,532,363.1,Quercus prinus,7/6/10,JM,7/14/10,WR,10/20/10,JM,,,91,1,0,"10/20/10, JM: 91 rings, 2009-1919. Pith visible at end of the core."
60023,602,157.7,Quercus prinus,8/9/10,JM,8/25/10,JM,10/6/10,JM,11/30/10,JM,83,1,0,"10/6/10, JM: 81 rings, 2009-1929; 11/30/10, JM: 83 rings, 2009-1921. Correlation improved with re-measure, but still fairly low."
60232,603,534.6,Quercus prinus,NA,NA,NA,NA,NA,NA,,,NA,NA,0,"8/9/10, JM: inside exclosure."
62365,628,466,Quercus prinus,NA,NA,NA,NA,NA,NA,,,NA,NA,0,"7/6/10, CL: possible rot."
62373,628,279.7,Quercus prinus,10/25/10,CL,10/27/10,CL,11/3/10,JM,11/30/10,JM,100,1,0,"10/29/10, JM: Tree re-cored, original mounted incorrectly; 11/3/10, JM: 101 rings, 2009-1909. Complete ring along bark edge. Many narrow rings in the first 20, potential for missing rings; 11/30/10, JM: 100 rings, 2009-1910. A suggested shift of +1 markedly increases correlation, implying that the ring along the bark was false. "
72361,728,323.9,Quercus prinus,7/6/10,CL,7/14/10,CR,10/21/10,JM,11/30/10,JM,51,0,0,"7/6/10, CL: rotten core; 10/21/10, JM: 64 rings, 2009-1946. Scarring around ring 51, I think. It curves like it could be the pith, but the following rings aren't going in the opposite direction. Measure ring 52 from the edge of the break in the core. There is more core after ring 64, but I can't distinguish rings; 11/30/10, JM: 51 rings, 2009-1959. removed rings after 51 (warped ring)."
111240,1113,267.6,Quercus prinus,7/13/10,JM,7/16/10,JM,10/20/10,JM,11/30/10,JM,75,1,0,"10/20/10, JM: 75 rings, 2009-1935. 11/30/10, JM: Re-measured core, ring count was the same. In fact, core highly visible. However, correlation minimally improved with remeasure."
141031,1411,425.6,Quercus prinus,8/9/10,JM,8/25/10,JM,10/6/10,JM,12/2/10,JM,68,0,0,"8/9/10, JM: took corer as deep as I could go before I hit a rotten section and it got stuck; 10/6/10, JM: 68 rings, 2009-1942; 12/2/10, JM: many densely packed rings in the first 40 years, but I don't see any false rings."
141142,1416,222,Quercus prinus,7/19/10,CL,7/23/10,JG,1/10/11,JM,,,88,1,0,"1/10/10, JM: 88 rings, 2009-1922."
142360,1424,228.5,Quercus prinus,7/19/10,CL,7/26/10,JM,9/17/10,JM,11/30/10,JM,64,1,0,"9/17/10, JM: 64 rings, 2009-1946; 11/30/10, JM: re-measured, correlation improved minimally."
142583,1427,483.3,Quercus prinus,7/7/10,JM,7/14/10,LZ,10/20/10,JM,11/30/10,JM,117,1,0,"10/20/10, JM: 116 rings, 2009-1894; 11/30/10, JM: 117 rings, 2009-1893. "
142602,1427,584.2,Quercus prinus,8/10/10,CL,8/26/10,SE,10/13/10,JM,,,223,1,0,"10/13/10, JM: 223 rings, 2009-1787. Mounted incorrectly, with the pith end in the bark direction. Also, I think the middle section should be at the pith, not where it was placed."
142605,1427,515.7,Quercus prinus,7/8/10,JM,7/14/10,LZ,10/13/10,JM,,,47,0,0,"7/8/10, JM: tree rotted within first 5 cm, took two samples, same result; 10/13/10, JM: 47 rings, 2009-1963."
151120,1511,577.1,Quercus prinus,8/9/10,CL,8/26/10,JM,10/13/10,JM,11/15/10,JM,114,1,0,"10/13/10, JM: 118 rings, 2009-1892; 11/15/10, JM: 116 rings, 2009-1894. Re-measured, improved correlation (I think?)."
152044,1518,350,Quercus prinus,8/9/10,CL,8/25/10,JM,10/6/10,JM,,,57,0,0,"8/9/10, CL: core of tree rotten, could bore no more; 10/6/10, JM: 57 rings, 2009-1953."
152069,1518,584.8,Quercus prinus,8/2/10,JM,8/4/10,JM,9/17/10,JM,,,62,0,0,"9/17/10, JM: 62 rings, 2009-1948."
162030,1618,140.2,Quercus prinus,3/8/11,AT,3/10/11,JL,3/28/11,JM,,,85,0,0,"3/28/11, JM: 85 rings, 2009-1925."
162415,1625,357.5,Quercus prinus,8/10/10,CL,8/29/10,JM,10/6/10,JM,,,77,1,0,"10/6/10, JM: 77 rings, 2009-1933."
162438,1626,112.9,Quercus prinus,3/8/11,TB,3/10/11,JL,4/5/11,JM,8/9/11,JM,53,1,0,"4/5/11, JM: 54 rings, 2009-1956."
162527,1626,468.1,Quercus prinus,8/10/10,CL,8/26/10,JM,10/6/10,JM,11/15/10,JM,142,1,0,"10/6/10, JM: 143 rings, 2009-1867. Ring 46 is narrow and has no vessel cells; 11/15/10, JM: Ring 46 was a false ring, removed it from series, greatly improved chronology."
172184,1725,161.5,Quercus prinus,NA,NA,NA,NA,NA,NA,,,NA,NA,0,"8/3/10, JM: fallen dead tree."
172517,1726,200.7,Quercus prinus,8/3/10,JM,8/10/10,JM,10/6/10,JM,,,55,1,0,"10/6/10, JM: 55 rings, 2009-1955."
180960,1811,177,Quercus prinus,8/3/10,JM,8/5/10,JM,9/20/10,JM,11/30/10,JM,112,1,0,"9/20/10, JM: 107 rings, 2009-1903; 11/30/10, JM: 112 rings, 2009-1898. Miscalculated the shift between two broken pieces of core. Even after adding missing rings, correlation still low."
181034,1816,205.2,Quercus prinus,8/2/10,CL,8/4/10,JM,9/17/10,JM,,,58,1,0,"9/17/10, JM: 58 rings, 2009-1952."
190845,1916,103.2,Quercus prinus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3/8/11, LL: Too big or wrong tag number."
192068,1920,516.9,Quercus prinus,8/2/10,CL,8/5/10,JM,9/17/10,JM,11/15/10,JM,170,1,0,"9/17/10, JM: 171 rings, 2009-1839; 11/15/10, JM: 170 rings, 2009-1840. Re-measured core, improved correlation."
192070,1921,506,Quercus prinus,8/2/10,CL,8/6/10,SG,9/17/10,JM,,,129,1,0,"9/17/10, JM: 129 rings, 2009-1881."
192074,1921,387,Quercus prinus,8/10/10,LT,8/26/10,JM,10/6/10,JM,,,58,1,0,"10/6/10, JM: 58 rings, 2009-1952."
192083,1921,102.2,Quercus prinus,3/8/11,AT,3/10/11,JL,3/28/11,JM,,,54,1,0,"3/28/11, JM: 54 rings, 2009-1956."
192108,1922,106.1,Quercus prinus,3/8/11,TB,3/10/11,NW,4/6/11,JM,,,78,1,0,"4/6/11, JM: 78 rings, 2009-1932."
192130,1923,348,Quercus prinus,8/3/10,CL,8/4/10,JM,9/17/10,JM,,,71,1,0,"9/17/10, JM: 71 rings, 2009-1939."
202103,2022,108.4,Quercus prinus,3/8/11,AT,3/10/11,NW,4/7/11,JM,,,55,0,0,"4/7/11, JM: 55 rings, 2009-1955."
202135,2023,405.2,Quercus prinus,8/3/10,CL,8/5/10,JM,9/20/10,JM,,,86,1,0,"9/20/10, JM: 86 rings, 2009-1924."
202230,2018,560.3,Quercus prinus,8/3/10,CL,UNK,CL,10/13/10,JM,,,107,1,0,"10/13/10, JM: 107 rings, 2009-1903."
202324,2021,104.8,Quercus prinus,3/8/11,TB,3/10/11,JL,3/28/11,JM,,,79,1,0,"3/28/11, JM: 79 rings, 2009-1931."
10636,112,367.2,Quercus rubra,6/25/10,HB,7/14/10,PD,10/21/10,JM,,,96,1,0,"10/21/10, JM: 96 rings, 2009-1914."
12460,130,375.8,Quercus rubra,10/19/10,CL,10/25/10,JM,10/29/10,JM,,,45,1,0,"10/29/10, JM: 45 rings, 2009-1965. Tree re-cored, original mounted incorrectly."
22336,226,774.8,Quercus rubra,10/19/10,CL,10/25/10,CL,10/29/10,JM,,,87,1,0,"10/29/10, JM: 87 rings, 2009-1923. Tree re-cored, original mounted incorrectly."
32516,332,340.3,Quercus rubra,7/2/10,JG,7/14/10,CW,9/17/10,JM,,,70,1,0,"9/17/10, JM: 70 rings, 2009-1940. Scarring perhaps caused from a twisted core, along ring 1."
40649,409,581.7,Quercus rubra,6/25/10,JM,7/14/10,CL,10/18/10,JM,,,88,1,0,"10/19/10, JM: 88 rings, 2009-1922."
42092,420,413.7,Quercus rubra,6/29/10,JM,7/14/10,DC,10/19/10,JM,,,90,1,0,"10/19/10, JM: 90 rings, 2009-1920."
42270,424,813.2,Quercus rubra,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3/7/11, JM: Rotten, did not core."
50046,501,258.3,Quercus rubra,8/9/10,JM,8/25/10,JM,10/5/10,JM,,,66,1,0,"10/5/10, JM: 66 rings, 2009-1944."
50499,511,609.9,Quercus rubra,6/25/10,JM,7/14/10,LZ,10/20/10,JM,,,88,0,0,"10/20/10, JM: 88 rings, 2009-1922."
50506,510,281,Quercus rubra,6/25/10,JM,7/14/10,CL,10/21/10,JM,12/16/10,JM,41,0,0,"6/25/10, JM: very crumbly core. Tree rotted near front (bark end), tried coring twice with same result. Lost part of the front of core, may be out of order? 10/21/10, JM: 40 rings, 2009-1970. First 6 rings on a rotted and/or twisted piece of core, difficult to distinguish ring boundaries. False ring in 40- no vessel pores and the narrow ring band is incomplete; 12/16/10, JM: 41 rings, 2009-1969. Considering the state of the core, the twisted piece in front, and the high correlation with -1 shift, added a 0 ring to the bark edge."
52087,519,1432.1,Quercus rubra,NA,NA,NA,NA,NA,NA,,,NA,NA,0,"7/2/10, JT: huge multi-stem and canopy in the road."
52287,526,633,Quercus rubra,3/8/11,AS,3/10/11,JG2,3/30/11,JM,,,67,1,0,"3/30/11, JM: 67 rings, 2009-1943. "
60414,611,912,Quercus rubra,3/8/11,AS,3/10/11,JG2,,,,,,,,
60522,611,285.2,Quercus rubra,6/23/10,JM,7/14/10,JM,10/19/10,JM,,,88,1,0,"10/19/10, JM: 88 rings, 2009-1922."
62019,617,695.6,Quercus rubra,6/29/10,MH,7/14/10,DC,10/19/10,JM,,,47,0,0,"10/19/10, JM: 47 rings, 2009-1963."
62103,619,680.9,Quercus rubra,NA,NA,NA,NA,NA,NA,,,NA,NA,0,"6/29/10, JM: rotting tree."
62281,624,769.8,Quercus rubra,6/29/10,MH,7/14/10,DC,10/19/10,JM,,,93,1,0,"10/19/10, JM: 93 rings, 2009-1917."
62372,628,510.8,Quercus rubra,10/25/10,CL,10/27/10,CL,11/3/10,JM,,,84,1,0,"10/29/10, JM: Tree re-cored, original mounted incorrectly; 11/3/10, JM: 84 rings, 2009-1926."
72140,720,488.7,Quercus rubra,7/2/10,JT,7/14/10,CW,10/20/10,JM,,,68,0,0,"10/20/10, JM: 68 rings, 2009-1942."
72396,729,743.1,Quercus rubra,7/8/10,DC,7/14/10,PC,10/19/10,JM,,,85,0,0,"10/19/10, JM: 85 rings, 2009-1925."
82115,819,177.8,Quercus rubra,7/1/10,DC,7/14/10,WR,10/21/10,JM,12/16/10,JM,74,1,0,"10/20/10, JM: 76 rings, 2009-1934. First 10 rings are on a twisted piece of core, made best estimate of ring boundaries based on vessel pore location; 12/16/10, JM: 74 rings, 2009-1936. Removed two rings from the beginning of core."
82138,820,586.8,Quercus rubra,7/1/10,DC,7/14/10,CL,10/18/10,JM,,,50,1,0,"10/18/10, JM: 50 rings, 2009-1960."
111252,1114,317,Quercus rubra,7/13/10,JM,7/16/10,JM,10/19/10,JM,,,81,1,0,"10/19/10, JM: 81 rings, 2009-1929."
111314,1114,694.2,Quercus rubra,7/13/10,JM,7/16/10,JM,10/15/10,JM,,,97,1,0,"10/15/10, JM: 97 rings, 2009-1913."
112082,1118,324.1,Quercus rubra,7/19/10,JM,7/23/10,JG,12/17/10,JM,,,71,1,0,"12/17/10, JM: 71 rings, 2009-1939."
121329,1213,405.4,Quercus rubra,7/19/10,JM,7/26/10,JM,9/17/10,JM,,,70,1,0,"9/17/10, JM: 70 rings, 2009-1940."
121434,1214,723.3,Quercus rubra,7/19/10,JM,7/26/10,CL,10/15/10,JM,,,134,0,0,"10/15/10, JM: 134 rings, 2009-1876."
122060,1218,640.1,Quercus rubra,7/19/10,JM,7/26/10,JM,10/15/10,JM,,,103,0,0,"10/15/10, JM: 103 rings, 2009-1907."
161524,1616,309.3,Quercus rubra,8/2/10,JM,8/4/10,JM,9/17/10,JM,,,46,1,0,"9/17/10, JM: 46 rings, 2009-1964."
161576,1616,539.4,Quercus rubra,8/2/10,JM,8/5/10,JM,9/17/10,JM,,,96,1,0,"9/17/10, JM: 96 rings, 2009-1914."
172202,1717,538.8,Quercus rubra,8/2/10,CL,8/4/10,JM,9/20/10,JM,,,68,0,0,"8/2/10, CL: only able to bore approximately 12 cm before borer just spun in rotten wood; 9/20/10, JM: 68 rings, 2009-1942. There may be more rings within ring 53, but there is too little sample to tell. "
180952,1811,538.2,Quercus rubra,8/3/10,JM,8/6/10,JM,9/17/10,JM,,,93,1,0,"9/17/10, JM: 93 rings, 2009-1917."
182060,1819,196.1,Quercus rubra,8/2/10,CL,8/5/10,JM,9/17/10,JM,12/16/10,JM,68,1,0,"9/17/10, JM: 68 rings, 2009-1942; 12/16/10, JM: Re-measured core, improved correlation."
