plot,x,y,Total_N_mean,NH4_mean,P,pH2,pH1,Al,Ca,K,Mg,Mn,ECEC,BS
2162,335,495,3.811845281,4.097688878,20.74842113,4.632981305,4.58,1.75,7.87,0.39,1.92,0.39,12.57,73.46
2163,335,505,3.603409482,3.87480453,20.05493498,4.281545133,4.28,1.91,5.69,0.33,1.48,0.43,10.65,61.76
2164,335,515,3.181154014,3.373067303,19.64956238,4.05904832,4.10,1.70,4.63,0.30,1.24,0.46,9.59,55.59
2165,335,525,3.843658848,4.103324143,19.47891297,4.207250135,4.23,0.98,5.32,0.32,1.37,0.48,9.84,60.95
2166,335,535,4.389952017,4.645388906,19.50629755,4.475217097,4.47,0.41,6.86,0.35,1.71,0.50,10.78,72.60
2167,335,545,5.066373064,5.22706328,19.65131667,4.746436471,4.72,0.15,8.74,0.38,2.16,0.51,12.12,86.26
2168,335,555,5.219247737,5.375944801,19.83558142,4.928145272,4.88,0.07,10.02,0.37,2.51,0.50,13.26,94.93
2169,335,565,4.867500641,5.12878827,20.01602868,5.008971948,4.96,0.05,10.45,0.32,2.69,0.47,13.94,97.12
2170,335,575,4.864041271,5.211325808,20.1754599,5.059780664,5.03,0.03,10.67,0.26,2.79,0.43,14.39,97.15
2171,335,585,5.030608457,5.319365707,20.31615784,5.111314444,5.12,0.02,11.13,0.21,2.87,0.40,14.80,96.86
2172,335,595,5.109149046,5.34994937,20.44072335,5.193194527,5.24,0.02,12.25,0.20,3.02,0.40,15.61,96.71
2173,335,605,4.978452054,5.246507673,20.59915028,5.291059008,5.34,0.03,13.20,0.19,3.13,0.39,16.43,97.10
2174,335,615,4.352375333,4.565226345,20.80814645,5.389187682,5.41,0.04,13.61,0.19,3.15,0.38,17.00,98.02
2175,335,625,4.52054951,4.729006937,20.86279648,5.423347406,5.38,0.05,13.47,0.19,3.09,0.38,17.12,98.27
2176,335,635,5.496474132,5.75911465,20.7932455,5.395505023,5.31,0.07,13.16,0.20,2.95,0.40,16.81,97.08
2177,345,5,6.096975476,6.248300402,12.75456641,5.694316779,5.69,0.02,13.59,0.92,3.28,0.38,18.58,98.14
2178,345,15,5.379337734,5.559520509,12.76375306,5.601373489,5.59,0.02,12.74,0.86,3.19,0.41,17.95,97.08
2179,345,25,4.224701438,4.436092566,12.82132648,5.555119377,5.53,0.02,12.38,0.87,3.23,0.43,17.87,96.59
2180,345,35,4.845008894,5.096924104,13.00165718,5.57850224,5.53,0.02,12.72,0.92,3.46,0.42,18.50,96.58
2181,345,45,4.877245237,5.131112369,13.24366587,5.625684673,5.58,0.02,13.46,0.96,3.78,0.40,19.43,96.91
2182,345,55,3.908026893,4.113178036,13.52266209,5.673586244,5.64,0.01,14.41,0.98,4.13,0.37,20.38,97.44
2183,345,65,3.794536914,4.001028498,13.89066658,5.718176913,5.70,0.01,15.47,0.98,4.40,0.35,21.24,97.92
2184,345,75,4.611595115,4.857453911,14.34757608,5.756034545,5.75,0.02,16.37,0.96,4.58,0.33,21.86,98.23
2185,345,85,5.315434916,5.504025285,14.83379136,5.783470858,5.79,0.02,16.94,0.93,4.70,0.31,22.34,98.49
2186,345,95,9.624526111,9.652272456,15.30268814,5.808565909,5.81,0.02,17.26,0.88,4.77,0.29,22.77,98.71
2187,345,105,6.781158869,6.876849842,15.64805001,5.866406772,5.86,0.03,17.55,0.83,4.68,0.27,23.04,98.88
2188,345,115,4.933312369,5.123925573,16.01521726,5.92673147,5.92,0.04,17.83,0.77,4.57,0.25,23.28,99.06
2189,345,125,4.727214333,4.914837308,16.47655613,5.973237289,5.97,0.05,18.01,0.73,4.48,0.21,23.54,99.25
2190,345,135,4.59980014,4.796107795,17.0136178,5.976408056,5.97,0.06,18.33,0.70,4.45,0.21,24.00,99.36
2191,345,145,4.442980238,4.670621429,17.61915256,5.945330083,5.94,0.08,18.80,0.68,4.50,0.23,24.54,99.32
2192,345,155,5.222715504,5.431612388,18.36426475,5.924276366,5.92,0.09,19.38,0.67,4.61,0.25,25.04,99.16
2193,345,165,7.134114482,7.304539414,19.27726098,5.920996083,5.92,0.11,20.31,0.67,4.76,0.26,25.77,98.94
2194,345,175,4.998970049,5.222946174,20.3502772,5.929911657,5.93,0.12,21.70,0.65,4.80,0.28,26.76,98.49
2195,345,185,4.018715969,4.266103569,21.48924489,5.956997443,5.95,0.13,23.15,0.64,4.82,0.28,27.76,98.24
2196,345,195,3.888339902,4.09329472,22.5450159,5.982511691,5.96,0.12,24.09,0.62,4.79,0.27,28.47,98.59
2197,345,205,3.756265481,3.978751736,23.47612753,5.874271191,5.85,0.11,23.92,0.58,4.71,0.28,28.48,99.00
2198,345,215,3.449859085,3.762630039,24.26856676,5.62180935,5.62,0.08,22.58,0.52,4.58,0.30,27.68,98.77
2199,345,225,2.958393544,3.343352975,24.89402378,5.347746855,5.37,0.06,20.58,0.45,4.40,0.31,26.23,98.29
2200,345,235,2.023741358,2.344442186,25.46815378,5.143558061,5.17,0.05,18.72,0.39,4.22,0.32,24.72,98.13
2201,345,245,2.724107926,2.990843495,26.33656154,5.123739956,5.13,0.04,18.23,0.38,4.22,0.31,24.37,98.50
2202,345,255,3.660042691,3.936651796,27.14581426,5.124456439,5.12,0.04,18.00,0.37,4.23,0.29,24.15,98.95
2203,345,265,5.424793333,5.657031224,27.67303212,5.112563582,5.09,0.04,17.40,0.36,4.18,0.27,23.30,98.78
2204,345,275,5.395111682,5.624884408,27.90334451,5.08415048,5.04,0.05,16.36,0.37,4.01,0.30,21.84,97.57
2205,345,285,3.703184174,3.965182847,27.81770735,5.036438249,4.98,0.10,14.86,0.40,3.73,0.39,19.84,95.38
2206,345,295,3.207772674,3.43312884,27.47890645,4.968768963,4.92,0.20,13.05,0.44,3.32,0.50,17.56,92.75
2207,345,305,2.835198952,2.934421452,27.0239265,4.873256775,4.85,0.35,11.23,0.48,2.88,0.61,15.42,89.89
2208,345,315,3.094198568,3.334869291,26.52352243,4.746790972,4.74,0.54,10.01,0.46,2.64,0.68,14.00,87.77
2209,345,325,3.16405067,3.472940312,26.09332933,4.613537195,4.62,0.74,8.91,0.44,2.41,0.73,12.97,86.46
2210,345,335,3.159707985,3.485602244,25.75849146,4.506855043,4.52,0.86,7.97,0.43,2.22,0.77,12.22,85.15
2211,345,345,3.132394608,3.466352148,25.34946214,4.485515093,4.49,0.88,7.35,0.41,2.05,0.74,11.65,83.38
2212,345,355,3.029891318,3.366849488,24.83145424,4.544635437,4.53,0.78,7.23,0.39,1.90,0.64,11.30,81.81
2213,345,365,2.578317675,2.877951272,24.35222629,4.624286664,4.60,0.56,7.60,0.38,1.84,0.54,11.34,82.64
2214,345,375,1.773868195,1.955224867,24.07083117,4.711527535,4.68,0.38,8.63,0.37,1.94,0.46,11.96,86.33
2215,345,385,2.639164322,2.912455267,24.52124525,4.798855934,4.77,0.34,10.92,0.37,2.24,0.42,13.59,89.32
2216,345,395,3.247619865,3.562864061,25.4480143,4.904170466,4.89,0.35,14.58,0.38,2.77,0.39,16.30,92.84
2217,345,405,3.660376545,3.960761251,26.52624802,5.024802396,5.04,0.34,19.28,0.40,3.45,0.35,19.79,95.92
2218,345,415,3.746580375,4.107562308,27.29485213,5.102882466,5.16,0.31,23.32,0.42,4.07,0.35,22.95,97.47
2219,345,425,3.53968386,4.253437295,27.68141751,5.155293842,5.23,0.28,25.66,0.44,4.53,0.39,25.16,97.46
2220,345,435,3.318220468,5.656338384,27.98963101,5.259849822,5.29,0.26,27.06,0.47,4.89,0.40,26.98,97.73
2221,345,445,3.188495417,7.373821121,27.74477568,5.277714152,5.26,0.31,25.57,0.45,4.80,0.42,26.65,97.55
2222,345,455,3.47892858,5.069934421,26.82747119,5.222110488,5.17,0.40,22.33,0.46,4.33,0.43,24.40,95.82
2223,345,465,3.673071519,4.237983797,25.7972462,5.22276699,5.13,0.51,19.29,0.48,3.87,0.40,22.04,94.85
2224,345,475,3.916833347,4.194743702,24.79567469,5.25231759,5.14,0.62,16.43,0.49,3.42,0.35,19.69,94.62
2225,345,485,3.98801874,4.221072669,23.73761463,5.086807721,5.00,0.79,13.15,0.47,2.87,0.35,16.97,89.24
2226,345,495,3.854731289,4.15487329,22.69630009,4.727779912,4.69,0.99,9.82,0.41,2.27,0.41,14.22,78.77
2227,345,505,3.629992126,3.917277349,21.87014305,4.41269456,4.41,1.12,7.40,0.37,1.80,0.45,12.10,69.10
2228,345,515,3.193134238,3.40192643,21.31064068,4.250475549,4.28,1.04,6.17,0.36,1.56,0.49,10.94,64.37
2229,345,525,3.834882304,4.116894131,21.11513933,4.357304277,4.38,0.66,6.65,0.36,1.66,0.50,11.10,68.62
2230,345,535,4.312810879,4.603278272,21.10846133,4.594711009,4.60,0.32,7.96,0.39,1.95,0.51,11.98,78.07
2231,345,545,4.815311493,5.041544798,21.18630254,4.838044508,4.82,0.13,9.51,0.40,2.31,0.53,13.19,88.81
2232,345,555,4.949205268,5.17488773,21.30235471,5.021893128,4.98,0.06,10.79,0.39,2.63,0.51,14.32,96.23
2233,345,565,4.744058451,5.04811183,21.41117141,5.120894377,5.07,0.04,11.49,0.35,2.84,0.46,15.09,98.54
2234,345,575,4.793584959,5.173578755,21.45301088,5.150334048,5.12,0.03,11.82,0.28,2.97,0.42,15.53,97.98
2235,345,585,4.98351189,5.301131597,21.45596872,5.159989308,5.18,0.02,12.24,0.23,3.08,0.39,15.88,96.96
2236,345,595,5.094626679,5.358834383,21.43758172,5.208295078,5.27,0.02,13.29,0.22,3.25,0.38,16.67,96.53
2237,345,605,4.996276745,5.282334286,21.48578381,5.290529537,5.36,0.03,14.20,0.21,3.40,0.38,17.50,97.25
2238,345,615,4.383566674,4.610147355,21.62072331,5.385215779,5.42,0.04,14.55,0.21,3.45,0.37,18.06,98.37
2239,345,625,4.547955597,4.770099867,21.64307632,5.418204413,5.38,0.06,14.32,0.21,3.39,0.37,18.13,98.43
2240,345,635,5.515696916,5.794898048,21.58692161,5.386058417,5.28,0.07,13.87,0.22,3.23,0.39,17.76,96.93
2241,355,5,6.21998047,6.35964322,13.35812132,5.764290234,5.76,0.01,13.93,1.00,3.46,0.36,19.31,98.80
2242,355,15,5.765490584,5.914977108,13.40362567,5.682433014,5.67,0.02,13.09,0.96,3.38,0.39,18.69,97.49
2243,355,25,5.30715802,5.55510374,13.50527219,5.65601977,5.62,0.02,12.92,1.02,3.46,0.40,18.78,96.86
2244,355,35,5.195866901,5.475284905,13.68329537,5.665739987,5.62,0.02,13.30,1.05,3.67,0.40,19.38,96.76
2245,355,45,5.036100414,5.32817949,13.93252219,5.698858077,5.65,0.02,14.17,1.04,3.96,0.37,20.31,97.04
2246,355,55,4.651576253,4.947865035,14.24525861,5.740676139,5.70,0.02,15.33,1.02,4.26,0.35,21.29,97.51
2247,355,65,4.531898163,4.828890918,14.63140939,5.783440281,5.76,0.02,16.57,1.00,4.48,0.34,22.17,97.93
2248,355,75,4.758416064,5.045453157,15.08282963,5.824526269,5.82,0.02,17.60,0.97,4.62,0.33,22.90,98.21
2249,355,85,5.150185136,5.398359638,15.57479467,5.864004619,5.87,0.02,18.34,0.94,4.70,0.32,23.61,98.42
2250,355,95,5.68413824,5.885950237,16.06687861,5.903468833,5.92,0.03,18.80,0.89,4.76,0.30,24.33,98.62
2251,355,105,5.258569582,5.475997087,16.53108294,5.946263912,5.96,0.03,19.28,0.85,4.75,0.29,24.99,98.82
2252,355,115,4.689099501,4.937997608,17.01566503,5.986828129,6.00,0.04,19.84,0.81,4.72,0.26,25.57,99.02
2253,355,125,4.531991357,4.777742118,17.5582325,6.012347893,6.03,0.05,20.39,0.77,4.68,0.24,26.05,99.19
2254,355,135,4.50712508,4.746629277,18.19239049,6.00522908,6.03,0.07,20.94,0.73,4.64,0.24,26.49,99.29
2255,355,145,4.392821887,4.64559216,18.92647628,5.970136088,5.99,0.08,21.30,0.69,4.64,0.25,26.82,99.23
2256,355,155,4.497059437,4.741281435,19.79521147,5.93288984,5.94,0.10,21.74,0.65,4.70,0.27,27.17,99.05
2257,355,165,4.66484807,4.893637908,20.88770794,5.909961705,5.91,0.13,22.77,0.63,4.81,0.29,27.91,98.79
2258,355,175,4.252730367,4.516036781,22.22872206,5.906969918,5.90,0.15,24.54,0.63,4.97,0.31,29.18,98.46
2259,355,185,3.860544944,4.151808796,23.68623769,5.91805965,5.89,0.16,26.55,0.63,5.13,0.32,30.56,98.31
2260,355,195,3.701659634,3.994127752,24.99819962,5.907614957,5.87,0.15,27.76,0.61,5.17,0.32,31.43,98.64
2261,355,205,3.597975585,3.90445068,25.95719603,5.799081963,5.75,0.13,27.30,0.57,5.07,0.32,31.19,99.05
2262,355,215,3.446971508,3.792333247,26.59596878,5.581561969,5.56,0.09,25.28,0.51,4.85,0.32,29.82,98.75
2263,355,225,3.216470997,3.602122131,27.04238358,5.336980025,5.34,0.07,22.71,0.45,4.58,0.33,27.92,98.37
2264,355,235,3.011234764,3.400714935,27.49574821,5.157635422,5.17,0.05,20.57,0.40,4.36,0.34,26.23,98.31
2265,355,245,3.160219397,3.515657086,28.06066034,5.088638478,5.10,0.04,19.39,0.38,4.26,0.34,25.25,98.63
2266,355,255,3.528951286,3.844212666,28.60863147,5.075862627,5.08,0.04,18.71,0.37,4.22,0.35,24.55,98.78
2267,355,265,3.895240616,4.166517407,28.90052876,5.067784339,5.06,0.04,17.91,0.37,4.18,0.37,23.47,98.19
2268,355,275,3.718098199,3.981645778,28.77911657,5.034826496,5.01,0.05,16.64,0.38,4.04,0.42,21.86,96.81
2269,355,285,3.370530475,3.661013135,28.17834237,4.954006541,4.92,0.09,14.68,0.40,3.80,0.49,19.67,94.53
2270,355,295,3.266352976,3.544673361,27.26937975,4.821833098,4.80,0.19,12.40,0.43,3.44,0.57,17.09,91.31
2271,355,305,3.259541115,3.49357802,26.34444161,4.666573541,4.68,0.36,10.39,0.45,3.01,0.65,14.69,87.27
2272,355,315,3.223839656,3.510824636,25.6488364,4.586252685,4.61,0.60,9.06,0.44,2.65,0.69,13.01,84.31
2273,355,325,3.198967689,3.521008881,25.11290617,4.507407129,4.53,0.85,7.85,0.42,2.31,0.72,11.82,82.30
2274,355,335,3.130104871,3.463385015,24.7004618,4.44239477,4.45,1.04,6.80,0.39,2.05,0.73,11.04,81.15
2275,355,345,3.066943024,3.416099384,24.39375226,4.427988151,4.41,1.09,6.09,0.37,1.87,0.69,10.50,79.29
2276,355,355,3.032128256,3.399435555,24.0944533,4.45825399,4.43,1.00,5.91,0.36,1.72,0.61,10.14,75.92
2277,355,365,2.87332107,3.249340273,23.83320779,4.508866132,4.47,0.80,6.19,0.34,1.63,0.52,10.07,73.40
2278,355,375,2.735462839,3.104924331,23.80041529,4.575682604,4.54,0.60,7.08,0.34,1.70,0.46,10.59,74.36
2279,355,385,2.955901376,3.321640976,24.24708873,4.663429233,4.63,0.50,8.99,0.34,1.97,0.43,12.03,79.02
2280,355,395,3.257385449,3.60711831,25.07770047,4.76698622,4.76,0.44,12.00,0.35,2.44,0.43,14.43,85.75
2281,355,405,3.475032177,3.807173731,26.07623069,4.875583752,4.91,0.38,15.92,0.37,3.04,0.42,17.51,91.66
2282,355,415,3.535656427,3.908136533,27.11092532,4.978010504,5.06,0.31,20.31,0.40,3.69,0.44,20.87,95.08
2283,355,425,3.471937183,4.041243457,28.09109357,5.07560117,5.18,0.25,24.34,0.44,4.33,0.46,24.13,96.47
2284,355,435,3.398344692,4.481215734,28.88798165,5.170394558,5.23,0.22,27.05,0.49,4.82,0.47,26.80,97.49
2285,355,445,3.389571938,4.692849067,29.12198868,5.201656823,5.21,0.21,26.96,0.50,4.91,0.49,27.50,97.84
2286,355,455,3.50088598,4.332107244,28.65846482,5.1827049,5.14,0.23,24.53,0.49,4.61,0.49,26.08,97.18
2287,355,465,3.653532221,4.135214703,27.85377267,5.170191655,5.10,0.26,21.42,0.48,4.20,0.46,23.79,95.96
2288,355,475,3.806873189,4.150909616,26.9185201,5.131785624,5.07,0.29,18.13,0.47,3.74,0.43,21.19,94.30
2289,355,485,3.883315342,4.196830333,25.8626861,4.984663423,4.95,0.36,14.77,0.45,3.19,0.42,18.44,89.78
2290,355,495,3.880483009,4.211549472,24.77651328,4.737014716,4.75,0.49,11.67,0.42,2.62,0.45,15.82,82.62
2291,355,505,3.86071287,4.198472517,23.83351948,4.506468191,4.54,0.64,9.35,0.40,2.17,0.48,13.77,75.88
2292,355,515,3.876054986,4.208400641,23.19247013,4.409729935,4.45,0.65,8.15,0.39,1.95,0.50,12.70,73.01
2293,355,525,4.040628762,4.3784656,22.92221329,4.507751893,4.54,0.47,8.19,0.40,2.00,0.51,12.70,75.91
2294,355,535,4.223575394,4.557319876,22.88683158,4.735969652,4.74,0.25,9.11,0.42,2.23,0.50,13.45,83.00
2295,355,545,4.36559986,4.68256831,22.94298664,4.98822895,4.96,0.12,10.44,0.44,2.52,0.48,14.53,91.08
2296,355,555,4.435617493,4.756982095,23.00206077,5.181573661,5.13,0.06,11.86,0.43,2.79,0.46,15.59,96.69
2297,355,565,4.448629897,4.796693647,22.99382247,5.271260797,5.22,0.04,12.89,0.40,3.01,0.43,16.38,98.28
2298,355,575,4.549089145,4.910987228,22.86169367,5.254168164,5.24,0.03,13.46,0.35,3.17,0.40,16.91,97.50
2299,355,585,4.761766762,5.103355782,22.66012495,5.199255902,5.24,0.03,13.90,0.29,3.32,0.38,17.33,96.61
2300,355,595,4.985434325,5.305970774,22.47654316,5.199266608,5.29,0.03,14.59,0.26,3.51,0.38,17.96,96.64
2301,355,605,5.156424656,5.466854933,22.35348487,5.257135385,5.35,0.03,15.24,0.24,3.70,0.37,18.69,97.85
2302,355,615,5.263890523,5.551980301,22.29078257,5.326218349,5.37,0.04,15.44,0.23,3.80,0.37,19.19,98.91
2303,355,625,5.450497894,5.73210644,22.29207537,5.358962279,5.32,0.05,15.10,0.22,3.74,0.37,19.21,98.59
2304,355,635,5.729151799,6.02224816,22.384992,5.348957392,5.24,0.07,14.55,0.23,3.52,0.39,18.74,96.57
2305,365,5,6.180510368,6.408312941,14.10423987,5.865139623,5.86,0.01,14.81,1.19,3.74,0.35,20.57,99.88
2306,365,15,5.577978191,5.813822346,14.18990877,5.792351939,5.78,0.01,13.86,1.21,3.65,0.37,19.90,98.32
2307,365,25,4.875560363,5.127240781,14.31759383,5.757483149,5.73,0.01,13.53,1.25,3.70,0.39,19.84,97.34
2308,365,35,5.014887522,5.316049072,14.51075212,5.75555483,5.71,0.01,14.04,1.22,3.89,0.38,20.43,97.14
2309,365,45,4.874179211,5.203622769,14.77389098,5.776973433,5.73,0.02,15.10,1.14,4.16,0.35,21.39,97.41
2310,365,55,4.087119047,4.406445575,15.10643083,5.813251213,5.77,0.02,16.47,1.06,4.43,0.32,22.43,97.87
2311,365,65,3.971989138,4.292731364,15.5068178,5.852781682,5.83,0.02,17.83,1.01,4.61,0.31,23.33,98.19
2312,365,75,4.567543078,4.902890777,15.95292345,5.894671419,5.89,0.02,18.92,0.98,4.68,0.32,24.10,98.31
2313,365,85,4.769055052,5.096275484,16.44079399,5.946017637,5.96,0.02,19.72,0.94,4.70,0.32,24.99,98.44
2314,365,95,4.724930338,5.049108007,16.96279533,5.995405418,6.00,0.03,20.23,0.90,4.73,0.32,25.97,98.62
2315,365,105,4.650196375,4.963676255,17.5285852,6.02278751,6.03,0.03,20.79,0.86,4.78,0.31,26.96,98.86
2316,365,115,4.494819136,4.793171515,18.13277726,6.04342431,6.05,0.04,21.56,0.83,4.81,0.29,27.90,99.06
2317,365,125,4.458122141,4.702208981,18.77977483,6.05732045,6.07,0.05,22.52,0.79,4.81,0.28,28.59,99.15
2318,365,135,4.907599551,5.097086767,19.51903538,6.035629852,6.07,0.07,23.49,0.75,4.79,0.26,29.06,99.21
2319,365,145,4.534651432,4.790984714,20.36981419,5.978726543,6.02,0.09,23.73,0.68,4.75,0.28,29.11,99.11
2320,365,155,4.275707457,4.544182277,21.33889832,5.917773871,5.95,0.11,23.86,0.61,4.74,0.30,29.13,98.85
2321,365,165,4.203507981,4.451327404,22.57648091,5.870879667,5.89,0.13,24.82,0.57,4.83,0.32,29.78,98.55
2322,365,175,3.975269919,4.267594661,24.30159649,5.850868737,5.85,0.16,27.44,0.59,5.14,0.35,31.61,98.30
2323,365,185,3.695655699,4.012767795,26.24988888,5.851109434,5.83,0.17,30.68,0.62,5.50,0.37,33.86,98.28
2324,365,195,3.466465943,3.762611919,27.94402084,5.857508829,5.80,0.16,32.74,0.62,5.68,0.37,35.30,98.70
2325,365,205,3.424772997,3.737640735,28.87709856,5.768958674,5.70,0.14,31.82,0.57,5.54,0.36,34.69,99.14
2326,365,215,3.402384288,3.777664899,29.23049138,5.550892767,5.50,0.10,28.61,0.51,5.20,0.35,32.42,98.81
2327,365,225,3.149141728,3.595225231,29.42481904,5.310455239,5.30,0.07,25.07,0.45,4.80,0.35,29.78,98.52
2328,365,235,2.851035234,3.348631398,29.63260901,5.128055486,5.14,0.05,22.23,0.40,4.49,0.35,27.60,98.55
2329,365,245,3.161716689,3.593822905,29.89037009,5.059140109,5.08,0.04,20.64,0.38,4.35,0.37,26.28,98.95
2330,365,255,3.660228769,4.004458342,30.1630195,5.049291548,5.06,0.04,19.69,0.38,4.31,0.41,25.30,98.96
2331,365,265,4.222277073,4.480164146,30.26714816,5.048498871,5.05,0.03,18.76,0.37,4.26,0.47,24.08,98.13
2332,365,275,3.06455134,3.244601535,29.85503134,5.023244624,5.01,0.04,17.46,0.38,4.17,0.56,22.44,96.73
2333,365,285,3.060752826,3.345073094,28.61264125,4.915051239,4.90,0.07,15.11,0.40,4.00,0.59,20.04,95.04
2334,365,295,3.112910304,3.419746145,27.05427529,4.766302348,4.75,0.16,12.62,0.42,3.76,0.60,17.36,92.73
2335,365,305,2.997234191,3.271206526,25.6606433,4.621418852,4.63,0.31,10.56,0.43,3.39,0.62,14.83,89.07
2336,365,315,3.157467985,3.462474978,24.81788961,4.515864929,4.54,0.56,8.78,0.42,2.85,0.65,12.69,83.44
2337,365,325,3.304887592,3.606055127,24.19022315,4.429325452,4.45,0.85,7.13,0.39,2.31,0.68,11.10,78.41
2338,365,335,2.948433244,3.220267812,23.7571656,4.375877694,4.38,1.06,5.90,0.35,1.95,0.69,10.16,77.40
2339,365,345,2.671950802,2.989577906,23.65699802,4.374051386,4.34,1.15,5.22,0.33,1.76,0.66,9.70,76.61
2340,365,355,2.891314714,3.284274387,23.59330731,4.388369746,4.35,1.16,4.94,0.32,1.60,0.58,9.32,71.16
2341,365,365,2.692246322,3.14237088,23.47589501,4.403712606,4.37,1.03,4.97,0.31,1.47,0.49,9.07,64.77
2342,365,375,2.34731579,2.829529372,23.52435941,4.438146216,4.41,0.83,5.50,0.30,1.47,0.44,9.34,62.56
2343,365,385,2.800035757,3.243229614,24.05961857,4.52559292,4.50,0.64,7.13,0.31,1.71,0.44,10.66,68.91
2344,365,395,3.277832078,3.649534715,24.84462706,4.624688431,4.61,0.50,9.56,0.32,2.10,0.47,12.75,78.91
2345,365,405,3.6121799,3.908283003,25.72507312,4.713826526,4.75,0.37,12.54,0.34,2.58,0.51,15.27,87.91
2346,365,415,3.661881438,3.982339822,26.95239116,4.82518623,4.91,0.28,16.74,0.37,3.22,0.54,18.54,93.42
2347,365,425,3.471722675,3.923995502,28.4682224,4.934421069,5.04,0.21,21.69,0.43,3.98,0.56,22.48,95.65
2348,365,435,3.252596663,3.901270517,29.85887489,5.007787604,5.09,0.17,25.66,0.50,4.59,0.59,25.95,96.98
2349,365,445,3.048586299,3.832514659,30.70120316,5.04182442,5.07,0.14,27.17,0.54,4.85,0.62,27.74,97.86
2350,365,455,3.346162516,3.9604417,30.58696216,5.060884007,5.04,0.13,25.59,0.52,4.72,0.59,27.06,97.90
2351,365,465,3.646601664,4.079178331,29.97999049,5.060457609,5.02,0.13,22.58,0.49,4.42,0.54,25.01,96.97
2352,365,475,3.86508572,4.184912224,29.22150768,5.017021253,4.99,0.12,19.25,0.45,4.02,0.50,22.53,95.29
2353,365,485,3.936566427,4.228185585,28.2239453,4.899071611,4.90,0.14,16.03,0.43,3.53,0.48,19.93,91.74
2354,365,495,3.929328704,4.269981395,27.01204735,4.710622796,4.75,0.24,13.20,0.41,2.97,0.49,17.44,86.39
2355,365,505,3.96146047,4.325784562,25.89800458,4.523853422,4.60,0.39,10.93,0.41,2.50,0.51,15.38,81.23
2356,365,515,4.028792125,4.398536597,25.13226611,4.451253418,4.53,0.48,9.55,0.42,2.26,0.52,14.26,78.91
2357,365,525,4.107677482,4.477095713,24.87350405,4.595174878,4.64,0.36,9.43,0.43,2.30,0.50,14.29,81.46
2358,365,535,4.103055449,4.46136963,24.86830296,4.867840892,4.88,0.19,10.20,0.45,2.49,0.46,15.01,87.15
2359,365,545,3.858899968,4.178306107,24.93277853,5.167213391,5.14,0.09,11.57,0.48,2.74,0.42,15.98,93.27
2360,365,555,3.786399668,4.115110234,24.94714432,5.385150461,5.34,0.05,13.24,0.49,2.99,0.40,16.98,97.07
2361,365,565,3.69983524,4.073004186,24.83841931,5.471477445,5.43,0.04,14.64,0.49,3.22,0.39,17.86,97.69
2362,365,575,3.735458706,4.105598172,24.49629846,5.370454279,5.37,0.03,15.18,0.43,3.38,0.38,18.39,97.06
2363,365,585,4.099744619,4.437309041,24.0173141,5.180880371,5.25,0.04,15.22,0.35,3.52,0.36,18.65,96.63
2364,365,595,4.735835456,5.075054191,23.66590578,5.148191555,5.26,0.04,15.69,0.30,3.74,0.36,19.20,97.51
2365,365,605,5.270507328,5.590563806,23.36421439,5.208276602,5.31,0.04,16.20,0.26,4.00,0.36,19.90,98.87
2366,365,615,5.84803979,6.102200007,23.08397921,5.277361159,5.32,0.04,16.34,0.24,4.17,0.36,20.39,99.32
2367,365,625,6.058026318,6.301989904,23.06163198,5.311148256,5.27,0.05,15.90,0.23,4.09,0.37,20.31,98.34
2368,365,635,5.924907398,6.219868013,23.33333538,5.305370269,5.19,0.06,15.21,0.23,3.79,0.38,19.65,95.85
2369,375,5,6.128429822,6.420321009,14.96590965,5.969051678,5.97,0.01,16.19,1.40,4.09,0.33,22.25,101.28
2370,375,15,5.170792145,5.444390389,15.09600667,5.899257357,5.90,0.01,15.06,1.45,3.98,0.35,21.47,99.53
2371,375,25,3.445865109,3.613279186,15.26058511,5.853641104,5.84,0.01,14.42,1.52,3.96,0.37,21.15,98.15
2372,375,35,4.639634404,4.950781359,15.48749539,5.83962935,5.82,0.01,15.06,1.37,4.14,0.35,21.76,97.89
2373,375,45,4.621491586,4.981229668,15.78138836,5.846779274,5.82,0.01,16.21,1.22,4.37,0.33,22.69,98.04
2374,375,55,2.709062838,2.96678172,16.13877211,5.874501378,5.86,0.02,17.67,1.09,4.61,0.30,23.71,98.42
2375,375,65,2.613057896,2.872198523,16.56214759,5.907468084,5.90,0.02,19.06,1.02,4.73,0.29,24.61,98.60
2376,375,75,4.323304465,4.695450498,17.02245165,5.946046294,5.95,0.02,20.07,0.99,4.74,0.31,25.40,98.53
2377,375,85,4.594588651,4.982311547,17.51842015,6.00562223,6.02,0.02,20.88,0.94,4.72,0.32,26.40,98.63
